"Company","Vessel Name","IMO"
"TB Marine Shipmanagement GmbH & Co. KG","Ariane","9351464"
"Executive Ship Management Pte. Ltd.","Ariane Makara","9442548"
"PST Energy 5 Shipping LLC","Ariel","9252955"
"NYK Shipmanagement Pte. Ltd.","Aries Leader","9676864"
"Vorlev Shipping Inc.","Aries Sun","9321847"
"Chevron Transport Corporation Ltd.","Aries Voyager","9295000"
"Nell Transportation Holding SA","Arietta","9446403"
"Carnation Shipping Company","Arionas","9315757"
"Sea Celebrity SA","Aris","9289520"
"Belerion Maritime Co.","Aris Il","9384019"
"Asterias Crude Carrier SA","Aristaios","9779939"
"Dauntless Marine SA","Aristarchos","9788394"
"Atlantas Shipping Company","Aristidis","9327413"
"Scorpio Crude Carrier SA","Aristoklis","9779941"
"Capital Ship Management Corp.","Aristomenis","9408841"
"Wind Dancer Shipping Inc.","Aristotelis II","9384033"
"DFDS A/S","Ark Futura","9129598"
"Arosa Transportation Corp.","Arosa","9784386"
"The National Shipping Company of Saudi Arabia","Arsan","9421415"
"Benetech Shipping SA","Arsos M","9313761"
"Bernhard Schulte Cruise Services GmbH & Co KG","Artania","8201480"
"Shipping Celebrity SA","Artemis","9291640"
"NYK Shipmanagement Pte. Ltd.","Artemis Leader","9355202"
"Artvin Maritime Limited","Artvin","9595034"
""AS Carlotta" Schifffahrtsgesellschaft mbH & Co. K","AS Carlotta","9311775"
""AS Christiana" Schifffahrtsgesellschaft mbH & Co.","AS Christiana","9311799"
""AS Cleopatra" Schifffahrtsgesellschaft mbH & Co.","AS Cleopatra","9311787"
"Blue Squared AG","AS Elbia","9485887"
"Victoria Ship Management Inc.","AS Olivia","9340489"
"Victoria Ship Management Inc.","AS Omaria","9363819"
"Victoria Ship Management Inc.","AS Orelia","9363821"
"As Suwayg Maritime Transportation Company Limit","AS Suwayq","9500728"
"Delta Yachts Ltd.","Asahi","9547635"
"Sincere Industrial Corporation","Asahi Bulker","9527180"
"Freeport Champion SA","Asahi Princess","9411197"
"Far Western Shipping Corp.","Ascanius","9276169"
"Ascona Transportation Corp.","Ascona","9828338"
"Teekay Shipping Limited","Ashkini Spirit","9239484"
"Ashley Lady Holdings Pte. Ltd.","Ashley Lady","9429039"
"Maritime Asia Opal Pte. Ltd.","Asia Opal","9543885"
"Maritime Asia Pearl Pte., Ltd.","Asia Pearl VI","9502790"
"Eukor Car Carriers Inc.","Asian Captain","9158616"
"Haeyoung Maritime Services Co., Ltd.","Asian Dynasty","9203588"
"Eukor Car Carriers Inc.","Asian Emperor","9176632"
"Eukor Car Carriers Inc.","Asian Empire","9176606"
"Zodiac Maritime Limited","Asian Glory","9070474"
"NOCC Shipowning AS","Asian King","9203291"
"K. K. Azia Sekkei","Asian Naga","9561631"
"Eukor Car Carriers Inc.","Asian Parade","9122954"
"Southern Pacific Holding Corporation","Asian Pioneer","9427017"
"Eukor Car Carriers Inc.","Asian Trust","9203590"
"Eukor Car Carriers Inc.","Asian Vision","9122966"
"Whiterock Shipping Co. SA","Asiatic","9541813"
"Evelyn Shipping & Trading SA","Asopos","9309253"
"Oceanus Marine Ltd.","Aspasia Lemos","9417464"
"Asphalt (Gulf of Mexico) Limited","Asphalt Sailor","9263954"
"Asphalt Banda Sea Corp.","Asphalt Splendor","9763332"
"Asphalt Spring Shipping Company Ltd.","Asphalt Spring","9394727"
"Asphalt Summer Shipping Company Ltd.","Asphalt Summer","9394739"
"Asphalt Yellow Sea Corp.","Asphalt Synergy","9794159"
"Asphalt Transporter Shipping Company Limited","Asphalt Transporter","9293533"
"Canvey Shiomanagement Co.","Assos","9327449"
"Solar Shipping & Trading SA & Asahi Tanker Co., Lt","AST Sunshine","9585900"
"Hachiuma Steamship Co., Ltd.","Asteria Leader","9531741"
"Asterion Acquisition SA","Asterion","9595125"
"Federal Fleet Services Inc.","Asterix","9348182"
"Astipalaia Shipping Company","Astipalaia","9220720"
"Astir Lady Holdings Pte. Ltd.","Astir Lady","9457385"
"Astoria Bay Limited","Astoria Bay","9317482"
"Maxco Shipping Limited","Astral Express","9258363"
"Hippocampus Shipping Limited","Astrea","9705366"
"Challenge E.N.E","Astro Challenge","9237072"
"Delpfine Transport Limited","Astro Chloe","9389253"
"Perseus E.N.E.","Astro Perseus","9280873"
"Phoenice E.N.E.","Astro Phoenix","9280885"
"Polar Star E.N.E","Astro Polaris","9281152"
"Pantheon Tankers Management Ltd.","Astro Saturn","9235725"
"Sculptor E.N.E","Astro Sculptor","9235713"
"NYK Cruises Co., Ltd.","Asuka II","8806204"
"NS United Kaiun Kaisha, Ltd.","Atacama Queen","9550670"
"Atalandi Special Maritime Enterprise","Atalandi","9282792"
"Atalanta Transportation Corp.","Atalanta","9494113"
"Atalanta Tankers Ltd.","Atalanta T","9450789"
"Roswell Management Corp.- Marshall Islands","Athanasia C","9583770"
"Skypoint Shipping Ltd.","Athenian Freedom","9602916"
"Greatpoint Shipping Ltd.","Athenian Glory","9429302"
"Yellowblue Shipping Ltd.","Athenian Harmony","9411965"
"Starpoint Navigation Ltd.","Athenian Success","9411953"
"Fairpoint Navigation Ltd.","Athenian Victory","9409247"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Athens Highway","9443073"
"Teekay Shipping Limited","Athens Spirit","9594793"
"Chemikalien Seetransport GmbH","Athens Star","9298313"
"Afranav Maritime Limited","Athens Voyager","9337391"
"Motus Inc.","Athina","9389564"
"Fife Enterprises Limited","Athina Il","9291286"
"Chandris (Hellas) Inc.","Athinea","9291248"
"Helios Product Carrier SA","Athlos","9700483"
"Atilla Maritime Limited","Atilla","9579339"
"Atina Maritime Limited","Atina","9593000"
"Teekay Marine (Singapore) Pte. Ltd.","Atlanta Spirit","9578646"
"Shipping Rider Co.","Atlantas II","9312913"
"Heroic Aquarius Inc.","Atlantic Aquarius","9381756"
"Osaka Fleet Co., Ltd.","Atlantic Brave","9757955"
"CVI Atlantic Breeze LLC","Atlantic Breeze","9360336"
"Nitta Kisen Kaisha, Ltd.","Atlantic Buenavista","9832494"
"Astraea Maritime SA","Atlantic Bulker","9674799"
"Kobe Shipmanagement Company Ltd.","Atlantic Clover","9553024"
"Executive Ship Management Pte. Ltd.","Atlantic Crown","9332169"
"South Stability Shipping Inc.","Atlantic Dawn","9307152"
"Proceed Shipping SA","Atlantic Diana","9515539"
"Atlantic Acapulco pte. Ltd.","Atlantic Dream","9611589"
"Shunzan Kaiun Co., Ltd.","Atlantic Eagle","9691503"
"Executive Shio Management Pte. Ltd.","Atlantic Eagle","9332183"
"Atlantic Ensenada Pte. Ltd.","Atlantic Ensenada","9324071"
"MOL Tankship Management (Europe) Ltd.","Atlantic Explorer","9397212"
"NS United Kaiun Kaisha, Ltd.","Atlantic Fairy","9668269"
"Treasure Sea Navigation Limited","Atlantic Falcon","9789257"
"Heroic Gaea Inc.","Atlantic Frontier","9332303"
"Heroic Uranus Inc.","Atlantic Gemini","9332315"
"Prosper Sunwaito S.A.","Atlantic Glory","9536844"
"Heroic Hera Inc.","Atlantic Grace","9337511"
"Executive Ship Management Pte. Ltd.","Atlantic Guard","9789269"
"Keen Services Inc.","Atlantic Harmony","9797747"
"Overseas Marine Co., Ltd.","Atlantic Hero","9291119"
"Eternity Maritime Shipping SA","Atlantic Highway","9250232"
"Commodore Shipping Co. Ltd.","Atlantic Horizon","9303106"
"Mothallah Corp.","Atlantic Infinity","9797759"
"Shikishima Kisen K.K.","Atlantic Island","9700873"
"Blue Viper Inc.","Atlantic Journey","9798935"
"Solar Oceania Corp.","Atlantic Legend","9425667"
"Heroic Leo Inc.","Atlantic Leo","9381768"
"Heroic Libra Inc.","Atlantic Lily","9354894"
"Atlantic Manzanillo Pte. Ltd.","Atlantic Manzanillo","9767558"
"Infinite Future Shipping Inc.","Atlantic Marble","9798959"
"Atlantic Maya Pte. Ltd.","Atlantic Maya","9303003"
"Atlantic Merida Pte. Ltd.","Atlantic Merida","9578799"
"Atlantic Mexico Pte. Ltd.","Atlantic Mexico","9578775"
"Heroic Octans Inc.","Atlantic Mirage","9387138"
"Atlantic Monterrey Pte. Ltd.","Atlantic Monterrey","9782326"
"Heroic Hydra Inc.","Atlantic Muse","9374301"
"Nitta Kisen Kaisha, Ltd.","Atlantic Oasis","9531650"
"Heroic Pisces Inc.","Atlantic Olive","9354909"
"Heroic Lupus Inc.","Atlantic Pegasus","9440136"
"Heroic Lyra Inc.","Atlantic Pisces","9392781"
"Heroic Hologium Inc.","Atlantic Polaris","9392779"
"Super-Eco Tankers Management Inc.","Atlantic Pride","9797266"
"Atlantic Acapulco Pte., Ltd.","Atlantic Progress","9611577"
"Heroic Circinus Inc.","Atlantic Queen","9440033"
"Osaka Fleet Co., Ltd.","Atlantic Rainbow","9682899"
"Heroic Sagittarius Inc.","Atlantic Rose","9354911"
"Shunzan Kaiun Co., Ltd.","Atlantic Ruby","9628245"
"Shunzan Kaiun Co., Ltd.","Atlantic Ruby","9628245"
"Heroic Ophiuchus Inc.","Atlantic Sirius","9455052"
"Heroic Hercules Inc.","Atlantic Star","9337523"
"Heroic Cetus Inc.","Atlantic Symphony","9464560"
"Heroic Scorpio Inc.","Atlantic Titan","9360324"
"NS United Kaiun Kaisha, Ltd.","Atlantic Tramp","9659921"
"Atlantic Tulum Pte. Ltd.","Atlantic Tulum","9403035"
"Osaka Fleet Co., Ltd.","Atlantic Venus","9628257"
"Atlantic Veracruz Pte. Ltd.","Atlantic Veracruz","9550149"
"Atlantic Yucatan Pte. Ltd.","Atlantic Yucatan","9336854"
"Woods Hole Oceanographic Institution","Atlantis","9105798"
"NYK Shipmanagement Pte. Ltd.","Atlas Leader","9531739"
"Amazon Maritime Ltd.","Atlas Voyager","9265744"
"Epicurus Shipping Company","Atrotos","9328285"
"‘Tanker Ocean Transportation Ltd.","Attalia","9423360"
"Arran Point Charters Ltd.","Attessa","1006099"
"Arran Point Charters Ltd.","Attessa IV","9179830"
"A.E. Nomikos Shipping Investments Limited","Attiki SB","9729350"
"Shih Wei Navigation Co., Ltd.","Audrey SW","9597422"
"V. Ships Ship Management (India) Pvt. Ltd.","Augusta","9256236"
"NYK Shipmanagement Pte. Ltd.","Auriga Leader","9402718"
"Carnival PLC, trading as P&O Cruises","Aurora","9169524"
"Carnival PLC, trading as P&O Cruises","Aurora","9169524"
"Carnival PLC, trading as P&O Cruises","Aurora","9169524"
"Sincere Industrial Corporation","Aurora Bulker","9270919"
"Navios Tankers Management Inc.","Aurora N","9346445"
"A.E. Nomikos Shipping Investments Limited","Aurora SB","9478810"
"Teekay Shipping Limited","Australian Spirit","9247455"
"Chanadris (Hellas) Inc.","Australis","9284946"
"Amarilia Maritime Co.","Autumn Wave","9038335"
"Apollonas Shipping Company","Avax","9315939"
"LSC SIA","Avon","9836440"
"The National Shipping Company of Saudi Arabia","Awtad","9519717"
"Teekay Shipping Limited","Axel Spirit","9282041"
"Mintaro Navigation Ltd.","Axelotl","9260043"
"lraklitos Shipping Company","Axios","9315941"
"Fukunaga Kaiun Co., Ltd.","Aye Evolution","9700354"
"Navarro Marshall Islands International SA","Ayrton II","9410014"
"Seiwa Navigation Corporation","Azalea Ace","9542283"
"Seiwa Navigation Corporation","Azalea Ace","9542283"
"SKM Shipping SA","Azalea Galaxy","9343778"
"Siboney International Ltd","Azteca Il","9331074"
"Azur Shipping Corporation","Azur","9314648"
"Interorient Marine Services (Germany) GmbH & Co.","Bacaliaros","9233777"
"Apollonas Crude Carriers Corp.","Baghdad","9733806"
"Temm Maritime Co., Ltd.","Bai Chay Bridge","9463346"
"COSCO Shipping Energy Transportation Co., Ltd.","Bai Lu Zuo","9538464"
"Baker River Limited","Baker River","9284269"
"T.LL. X LLC","Baker Spirit","9408073"
"ER Denizcilik San. Nak. Ve Tic. AS","Balaban","9534145"
"Regina Owners Inc.","Balla","9749556"
"Klaveness Ship Management AS","Ballard","9729738"
"Fred Olsen Cruise Lines Ltd.","Balmoral","8506294"
"Mayfair Shipping Co.","Baltic","9253258"
"New Century Overseas Management, Inc.","Baltic Ace","9810757"
"B. Advance Shipping Company Limited","Baltic Advance","9299862"
"Ost-West-Handel und Schiffahrt GmbH","Baltic Autumn","9014767"
"Baltic Captain Limited","Baltic Captain |","9208100"
"Baltic Chief Limited","Baltic Chief |","9208124"
"Interorient Marine Services (Germany) GmbH & Co.","Baltic Commander |","9208112"
"Baltic Commodore Shipping Limited","Baltic Commodore","9260017"
"Baltic Favour Shipping Company Limited","Baltic Favour","9327372"
"Interorient Marine Services (Germany) GmbH & Co.","Baltic Freedom","9327396"
"Baltic Frost Shipping Company Limited","Baltic Frost","9327401"
"Sinokor Petrochemical Co., Ltd.","Baltic Glory","9307645"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Baltic Highway","9243461"
"Baltic Hornet Limited","Baltic Hornet","9721932"
"Sun Cordia Marine SA","Baltic K","9514121"
"Ost-West-Handel und Schiffahrt GmbH","Baltic Lady","9160736"
"Ost-West-Handel und Schiffahrt GmbH","Baltic Lord","9160724"
"Interorient Marine Services (Germany) GmbH & Co.","Baltic Mariner |","9314820"
"B. Monarch Shipping Company Limited","Baltic Monarch","9314818"
"Baltic Panther Limited","Baltic Panther","9387346"
"Ost-West-Handel und Schiffahrt GmbH","Baltic Pearl","9008732"
"Baltic Sapphire Shipping Company Limited","Baltic Sapphire","9443425"
"Baltic Sea Limited","Baltic Sea","9243497"
"Midway Shipping Limited","Baltic Sky |","9228801"
"Fair Deal Shipping Limited","Baltic Soul","9228813"
"Baltic Sun II Shipping Limited","Baltic Sun Il","9286059"
"Sinokor Petrochemical Co., Ltd.","Baltic Sunrise","9307633"
"Interorient Marine Services (Germany) GmbH & Co.","Baltic Swift","9464376"
"Baltic Wave Shipping Company Limited","Baltic Wave","9259991"
"Baltic Wind Shipping Company Limited","Baltic Wind","9261401"
"Eternity Maritime Shipping SA","Baltimore Highway","9510149"
"Eastern Pacific Chartering (7) Inc.","Banda Sea","9337406"
"F.J. Lines Inc.","Bangkok Bridge","9463279"
"F.J. Lines Inc.","Bangkok Bridge","9463279"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Bangkok Highway","9506710"
"Olamar Navegacion SA","Bansui","9477270"
"Peter Dohle Schiffahrts-KG","Barbara","9437050"
"BSL Barbouni Shipping Limited","Barbouni","9416020"
"Teekay Marine (Singapore) Pte. Ltd.","Barcelona Spirit","9578634"
"Bardon Solutions Inc.","Bardon","9359595"
"Porlock Maritime Company Limited","Bareilly","9299769"
"Fairell Shipping Corporation","Barents Sea","9192258"
"The Dutra Group","Barge 46","D542873"
"The Dutra Group","Barge 47","D544466"
"Navarone SA","Barnacle","9409742"
"Barrow Shipping Limited","Barrow Island","9610743"
"MI-DAS Line SA","Basic Brave","9473690"
"Unitra Maritime Co., Ltd.","Basic Challenger","9526722"
"Mi-Das Line SA","Basic Rainbow","9604847"
"Bass Strait Limited","Bass Strait","9311414"
"Xenofon Shipping Company Limited","Bassilevousa","9295335"
"Zodiac Tankers Chartering Limited","Bastille Street","9573701"
"Trodel Shipping Ltd.","Battersea Park","9255983"
"Minos Societa di Navigazione Srl","Bauci","9231183"
"Wealth Line Inc.","Bay Bridge","9463267"
"Intrepid Ship Management, Inc.","Bay State","9698018"
"Manson Construction Co.","Bayport","8993784"
"Manson Construction Co.","Bayport","8993784"
"Manson Construction Co.","Bayport","8993784"
"Briese Heavylift GmbH & Co. KG","BBC Aquamarine","9504736"
"W. Bockstiegel Reederei GmbH & Co. KG","BBC Arizona","9501253"
"Briese Heavylift GmbH & Co. KG","BBC Brisbane","9578763"
"Liberty Blue Shipmanagement GmbH & Co. KG","BBC California","9402055"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Cape","9228617"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Century","9253260"
"Briese Heavylift GmbH & Co. KG","BBC Citrine","9504748"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Diamond","9347827"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Direction","9347853"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Dolphin","9360192"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Echo","9407603"
"Briese Heavylift GmbH & Co. KG","BBC Europe","9266308"
"Briese Heavylift GmbH & Co. KG","BBC Germany","9297096"
"Briese Heavylift GmbH & Co. KG","BBC Greenland","9427079"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Kimberley","9407586"
"Liberty Blue Shipmanagement GmbH & Co. KG","BBC Manitoba","9384320"
"Briese Dry Cargo GmbH & Co. KG","BBC Ocean","9569530"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Orion","9347841"
"Briese Schiffahrts GmbH & Co. KG","BBC Ruby","9563744"
"Jungerhans Heavy-Lift-Fleet Services GmbH & Co.","BBC Ursa","9213961"
"Ems-Leda Shipping GmbH & Co. KG","BBC Utah","9468114"
"W. Bockstiegel Reederei GmbH & Co. KG","BBC Vermont","9357236"
"Briese Heavylift GmbH & Co. KG","BBC Vesuvius","9508471"
"W. Bockstiegel Reederei GmbH & Co. KG","BBC Zarate","9337236"
"G.O.D. Shipping SA","Bear Mountain Bridge","9463293"
"G.O.D. Shipping SA","Bear Mountain Bridge","9463293"
"ORO Jackson Maritime Pte. Ltd.","Beatrice","9674763"
"The Dutra Group","Beaver","D549354"
"The Dutra Group","Beaver","D549354"
"Loyal Champion SA","Beijing 2008","9442744"
"Teekay Marine (Singapore) Pte. Ltd.","Beijing Spirit","9418597"
"Xiangjiang International Ship Lease Co., Limited","Beijing Venture","9482471"
"Belships Management (Singapore) Pte. Ltd.","Belforest","9698185"
"Belgie Shipping Corporation","Belgie Reefer","9015204"
"Belships Management (Singapore) Pte. Ltd.","Belisland","9698197"
"Ugland Marine Services AS","Belita","9762857"
"Bell Bay Shipping Limited","Bell Bay","9312664"
"Antarctica Shipping Co., Ltd.","Bellamys","9286956"
"Raffles Technical Services Pte. Ltd.","Belle Plaine","9638434"
"Blue Marine Management Corp.","Bellina Colossus","9552977"
"Camille Owning Co., Ltd.","Belmar","9516959"
"Belships Supramax Singapore Pte. Ltd.","Belnor","9490703"
"Belships Supramax Singapore Pte. Ltd.","Belocean","9490818"
"Belships Supramax Singapore Pte. Ltd.","Belstar","9490648"
"MOL Ship Management Co., Ltd.","Beluga Ace","9777802"
"Nichitoku Kisen Co., Ltd.","Bergamot Ace","9403281"
"Berge Bulk Maritime Pte. Ltd.","Berge Annupuri","9713193"
"Berge Bulk Maritime Pte. Ltd.","Berge Asahidake","9713181"
"Victoria Ship Management Inc.","Berge Bandi","9747235"
"Jaffet Shipping Inc.","Berge Ben Nevis","9782974"
"Berge Bulk Maritime Pte. Ltd.","Berge Daisetsu","9713179"
"Berge Bulk Maritime Pte. Ltd.","Berge Galdhopiggen","9753284"
"Berge Bulk Maritime Pte. Ltd.","Berge Hakodate","9713167"
"Shikishima Kisen K.K.","Berge Hallasan","9755749"
"Berge Bulk Maritime Pte. Ltd.","Berge Phan XI Pang","9806299"
"Berge Bulk Maritime Pte. Ltd.","Berge Rishiri","9713222"
"Berge Bulk Maritime Pte. Ltd.","Berge Shari","9713208"
"Berge Bulk Maritime Pte. Ltd.","Berge Snaefell","9816593"
"Neom Maritime (Singapore) Pte. Ltd.","Berge Taranaki","9832456"
"Etesian Shiptrade SA","Bergen TS","9737400"
"Bergshav Management AS","Bergina","9336414"
"LHS 8 - Bering Light AS","Bering Light","9335020"
"Rayzol Marine Ltd.","Berkshire","9369760"
"Harley Marine Financing LLC","Bernie Briere","1217419"
"Lucia Navigation (Panama) SA","Bess","9531715"
"Harley Marine Services, Inc.","Betsy Arntz","1235165"
"Beauty Navigation SA","Bettys Beauty","9316062"
"MMSL Pte. Ltd.","Betula Arrow","9720055"
"Temple Marine Ltd.","Big Fish","9590656"
"Dalian Hongfeng International Ship Management Co","Big Glory","9302815"
"Borgship III AoS","Billesborg","9488047"
"Dynamis Maritime S.A.","Billy Jim","9602411"
"Manta Denizcilik Nakliyat Ve Tic. Ltd. STI.","Binnur C","9261023"
"Tankerska Plovidba International Ltd.","Biograd","9465320"
"Eastern Mediterranean Maritime Limited","Birdie","9297319"
"Victoria Ship Management Inc.","Birdie Trader","9724099"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Bishu Highway","9409340"
"Caribstar Shipping SA","BIWA Arrow","9687095"
"Pacific Basin Chartering (No. 4) Limited","Black Forest","9262998"
"Teekay Marine (Singapore) Pte. Ltd.","Blackcomb Spirit","9417335"
"Eurobulk Ltd.","Blessed Luck","9294501"
"Diligent Holdings SA","Bliss","9370331"
"Bloom Shipping BV","Bloom","9365283"
"Co., Ltd","Blue Akihabara","9696785"
"Toko Kaiun Kaisha Ltd.","Blue Baie","9309617"
"Blue Moon III Ltd.","Blue Moon","1008360"
"Lartel Maritime Inc.","Blue Nova","9534846"
"Estoril Navigation Ltd.","Blue Power","9268112"
"Estoril Navigation Ltd.","Blue Pride","9281011"
"Eternity Maritime Shipping SA","Blue Ridge Highway","9510151"
"Estoril Navigation Ltd.","Blue Sea","9413028"
"Estoril Navigation Ltd.","Blue Sky","9413016"
"Alvarez Shipholding Ltd.","Blue Sky |","9335903"
"Shakra Holdings Ltd.","Blue Star","D723333"
"Prawby Shipping Inc.","Blue Sun","9192260"
"Larine Tankers Pte. Ltd.","Bluebird","9737515"
"F/V North Wind, Inc.","Bluefin","8036586"
"Asuka Kisen Co., Ltd. & Jolly Fellow Shipping SA","Bochem Antwerp","9565742"
"Asuka Kisen Co., Ltd. & Jolly Fellow Shipping SA","Bochem Antwerp","9565742"
"Goldex Fortune Ltd.","Bochem Chennai","9565766"
"Eight River Shipping SA","Bochem Ghent","9565649"
"Mi-Das Line SA","Bochem London","9743849"
"Anchor Trans Inc.","Bochem Mumbai","9565637"
"Hak Maritime SA","Bochem Oslo","9420710"
"T.S. Line Pte. Ltd.","Bochem Singapura","9565625"
"SSC Ship Management Pte. Ltd.","Boheme","9176565"
"Linkdale Company SA","Bold World","9141417"
"Bomar J LLC","Bomar Fulgent","9330501"
"Misuga Kaiun Holland BV","Bonanza YR","9311218"
"Agilera Shipping Corp.","Bonita","9297541"
"Ugland Marine Services AS","Bonita","9494060"
"Technomar Shipping Inc.","Bonneville","9497323"
"Bonny Shipping Limited","Bonny Island","9610731"
"Angelino Shipping Ltd.","Bora Bora","9621596"
"Toko Kaiun Kaisha Ltd.","Boracay Island","9760641"
"Arabella Owning Co., Ltd.","Bordeira","9529499"
"Boreal Navigation Ltd.","Boreal","9262936"
"Optima United SA","Bosporos","9315903"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Bosporus Highway","9519107"
"Rontor Ltd.","Boston","9595216"
"Cerise Shipping Corp.","Botafogo","9395329"
"Tamist Shipping Inc.","Botany Bay","9334519"
"Odfjell Chemical Tankers AS","Bow Andes","9191553"
"Odfjell Management AS","Bow Aquarius","9753791"
"Odfjell Management AS","Bow Architect","9319480"
"Odfjell Management AS","Bow Atlantic","9102928"
"Odfjell Management AS","Bow Capricorn","9752010"
"Odfjell Management AS","Bow Cardinal","9114244"
"Odfjell Management AS","Bow Cecil","9143219"
"Odfjell Management AS","Bow Cedar","9087013"
"Odfjell Management AS","Bow Chain","9214317"
"Odfjell Management AS","Bow Clipper","9047518"
"Odfjell Chemical Tankers AS","Bow Compass","9412737"
"Odfjell Chemical Tankers AS","Bow Condor","9214032"
"Odfjell Asia Il Pte. Ltd.","Bow Elm","9388302"
"Odfjell Management AS","Bow Engineer","9317860"
"Odfjell Management AS","Bow Fagus","9047764"
"Odfjell Management AS","Bow Faith","9114232"
"Odfjell Management AS","Bow Firda","9250751"
"Odfjell Management AS","Bow Flora","9143207"
"Odfjell Management AS","Bow Flower","9047491"
"Odfjell Management AS","Bow Fortune","9168635"
"Odfjell Management AS","Bow Gemini","9752034"
"Odfjell Management AS","Bow Harmony","9379909"
"Victoria Ship Management Inc.","Bow Hector","9363493"
"Odfjell Management AS","Bow Hercules","9752046"
"Odfjell Asia II Pte. Ltd.","Bow Lind","9388314"
"Hai Kuo Shipping 1711 Pte. Ltd.","Bow Neon","9777369"
"Flumar Transportes De Quimicos E Gases Ltda.","Bow Oceanic","9143221"
"Hai Kuo Shipping 1712 Pte. Ltd.","Bow Palladium","9777371"
"Synergy Navis Marine Private Limited","Bow Performer","9790658"
"Odfjell Asia II Pte. Ltd.","Bow Pioneer","9595632"
"Hai Kuo Shipping 1713 Pte. Ltd.","Bow Platinum","9777383"
"Synergy Navis Marine Private Limited","Bow Precision","9790646"
"Odfjell Management AS","Bow Saga","9215309"
"Odfjell Management AS","Bow Santos","9303651"
"Odfjell Management AS","Bow Sea","9215282"
"Odfjell Management AS","Bow Sirius","9215294"
"Odfjell Management AS","Bow Sky","9215268"
"Odfjell Management AS","Bow Soring","9215256"
"Odfjell Management AS","Bow Star","9197296"
"Odfjell Management AS","Bow Summer","9215270"
"Odfjell Management AS","Bow Sun","9197284"
"Hai Kuo Shipping 1715 Pte. Ltd.","Bow Titanium","9777395"
"X Ocean Co., Ltd.","Bow Tone","9400394"
"Odfjell Management AS","Bow Trajectory","9669873"
"Odfjell Management AS","Bow Tribute","9669885"
"Odfjell Management AS","Bow Trident","9669897"
"Odfjell Chemical Tankers AS","Bow Triumph","9669902"
"Hai Kuo Shipping 1716 Pte. Ltd.","Bow Tungsten","9777400"
"Bowfin Solutions, Inc.","Bowfin","9409467"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Brasilia Highway","9519119"
"Aurora Car Maritime Transport SA","Bravery Ace","9207120"
"DSS A LLC, MI","Brazos","9594731"
"Arab Maritime Petroleum Transport Company","Breeze","9809356"
"MOL Tankship Management (Europe) Ltd.","Breezy Victoria","9321172"
"La Darien Navegacion SA","Bright Fortune","9561370"
"KMNL Lodestar Shipping BV","Bright Gemini","9599092"
"Hinase Ship Management Co., Ltd.","Bright Hope","9573945"
"Twin Bright Shipping Co., SA","Bright Kowa","9604811"
"KMNL Lodestar Shipping BV","Bright Pegasus","9599080"
"Bluefin Marine Ltd.","Bright Star","9481960"
"NS United Kaiun Kaisha, Ltd.","Bright Wind","9582972"
"Osmond Company SA","Bright World","9125114"
"Victoria Ship Management Inc.","Brighten Trader","9771482"
"Lombard Corporate Finance (December 3) Limited","Brighton","9332846"
"Modmal Shipping Limited","Brightway","9588146"
"MOL Chemical Tankers Pte. Ltd.","Brillante","9743825"
"Astral Shipholding SA","Brilliant Ace","9598012"
"Mitsui O.S.K. Lines Ltd.","Brilliant Advance","9687722"
"Fairmont Shipping (Canada) Ltd.","Brilliant Discovery","9687734"
"Victoria Ship Management Inc.","Bristol Trader","9737101"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Britain Bay","9615729"
"DFDS A/S","Britannia Seaways","9153032"
"BP Shipping Limited","British Altus","9724570"
"BP Shipping Limited","British Cadet","9724714"
"BP Shipping Limited","British Captain","9724685"
"BP Shipping Limited","British Century","9682978"
"BP Shipping Limited","British Chief","9724726"
"BP Shipping Limited","British Cirrus","9724568"
"BP Shipping Limited","British Cumulus","9724532"
"BP Shipping Limited","British Engineer","9724702"
"BP Shipping Limited","British Heritage","9682980"
"BP Shipping Limited","British Mariner","9724582"
"BP Shipping Limited","British Navigator","9724594"
"BP Shipping Limited","British Nimbus","9724544"
"BP Shipping Limited","British Officer","9724697"
"BP Shipping Limited","British Reason","9683087"
"BP Shipping Limited","British Regard","9683063"
"BP Shipping Limited","British Reliance","9683025"
"BP Shipping Limited","British Renown","9683013"
"BP Shipping Limited","British Resolution","9683051"
"BP Shipping Limited","British Resource","9683037"
"BP Shipping Limited","British Respect","9683001"
"BP Shipping Limited","British Restraint","9683075"
"BP Shipping Limited","British Rigour","9683049"
